candle_end_time,open,high,low,close,amount,info
2004-12-23,865.320,865.320,850.030,850.700,2359380.000,
2004-12-24,848.570,856.490,848.080,851.780,2457730.000,
2004-12-27,851.780,859.090,846.020,848.190,3169630.000,
2004-12-28,849.420,852.660,843.620,848.630,2893509.000,
2004-12-29,847.880,854.330,842.270,843.780,3604330.000,
2004-12-30,842.360,848.160,837.210,843.530,3582310.000,
2004-12-31,846.120,850.850,841.700,842.730,2978719.000,
2005-01-04,836.990,836.990,824.010,827.070,4031700.000,
2005-01-05,825.710,836.430,822.970,831.430,3020859.000,
2005-01-06,831.990,833.070,820.340,822.500,2753569.000,
2005-01-07,822.670,832.950,819.440,823.620,3066090.000,
2005-01-10,823.770,833.650,821.000,832.990,2479409.000,
2005-01-11,833.210,839.690,831.380,837.860,2450100.000,
2005-01-12,837.360,837.800,831.180,837.240,1632750.000,
2005-01-13,836.170,838.190,833.100,834.220,2096690.000,
2005-01-14,834.350,845.550,828.050,829.040,3627089.000,
2005-01-17,821.190,825.540,810.000,811.550,3252219.000,
2005-01-18,811.320,817.690,805.370,817.310,3719260.000,
2005-01-19,816.640,817.160,809.490,810.990,3297550.000,
2005-01-20,807.400,810.870,801.070,805.080,3649389.000,
2005-01-21,803.090,835.240,798.350,831.850,7407810.000,
2005-01-24,847.070,851.240,831.080,842.410,6486119.000,
2005-01-25,839.720,842.190,832.090,841.640,4119280.000,
2005-01-26,840.820,844.070,833.640,834.670,3018080.000,
2005-01-27,831.830,833.750,820.930,821.710,3029540.000,
2005-01-28,819.660,822.820,816.540,820.690,2339919.000,
2005-01-31,817.930,819.350,810.720,813.750,2588409.000,
2005-02-01,812.560,824.110,812.150,817.870,2732300.000,
2005-02-02,819.240,860.880,819.240,860.500,7774029.000,
2005-02-03,856.770,867.200,846.410,848.490,7120289.000,
2005-02-04,847.620,877.390,845.450,872.880,7331550.000,
2005-02-16,877.970,884.990,871.380,875.460,5056839.000,
2005-02-17,876.640,876.640,861.450,870.090,3634850.000,
2005-02-18,869.400,870.530,855.420,856.210,3521319.000,
2005-02-21,856.950,874.100,856.950,874.020,4329100.000,
2005-02-22,874.950,889.980,870.590,887.070,6674489.000,
2005-02-23,886.670,886.670,872.560,877.910,7459589.000,
2005-02-24,875.730,878.140,870.040,877.340,5475889.000,
2005-02-25,878.220,888.790,877.100,878.500,6543360.000,
2005-02-28,878.550,878.660,864.650,868.890,4847489.000,
2005-03-01,868.370,871.420,863.490,866.260,3179950.000,
2005-03-02,866.080,875.070,855.280,855.880,5951919.000,
2005-03-03,854.790,863.100,851.430,861.690,3339210.000,
2005-03-04,862.110,866.580,858.130,859.490,2983019.000,
2005-03-07,859.660,865.530,859.520,863.700,2797009.000,
2005-03-08,867.830,876.880,863.600,876.340,5257460.000,
2005-03-09,878.360,880.490,867.070,869.400,6973989.000,
2005-03-10,869.020,869.100,850.040,851.530,5591639.000,
2005-03-11,850.910,857.270,847.810,853.900,4661689.000,
2005-03-14,853.350,865.820,844.180,857.610,5537530.000,
2005-03-15,857.340,857.620,839.450,840.960,4667619.000,
2005-03-16,839.600,840.590,829.400,832.820,3904400.000,
2005-03-17,833.710,835.690,826.160,826.680,3483100.000,
2005-03-18,826.060,830.200,818.800,821.030,3402969.000,
2005-03-21,820.420,825.850,818.270,823.130,2710830.000,
2005-03-22,822.610,823.220,805.510,808.100,4212960.000,
2005-03-23,806.400,812.280,798.010,801.980,4033780.000,
2005-03-24,800.800,808.870,795.840,808.180,3680110.000,
2005-03-25,807.650,810.450,802.610,806.420,2741209.000,
2005-03-28,805.410,805.910,795.460,805.560,2199640.000,
2005-03-29,805.480,812.330,802.130,802.740,2791490.000,
2005-03-30,800.960,800.960,790.190,790.580,3389530.000,
2005-03-31,788.010,795.790,783.980,795.670,3299889.000,
2005-04-01,794.950,834.560,791.100,822.910,7201379.000,
2005-04-04,814.590,818.800,805.850,808.590,4581910.000,
2005-04-05,806.510,813.880,800.090,801.890,4022180.000,
2005-04-06,800.890,820.860,796.360,816.880,5417600.000,
2005-04-07,819.030,840.370,815.220,824.610,8194270.000,
2005-04-08,824.320,838.510,818.900,838.060,4854739.000,
2005-04-11,838.290,841.640,827.800,830.910,5495110.000,
2005-04-12,828.410,830.280,817.890,818.470,3213690.000,
2005-04-13,826.910,842.480,826.910,835.630,5734969.000,
2005-04-14,840.240,841.170,825.380,826.010,4631110.000,
2005-04-15,822.130,822.130,814.980,817.090,3656980.000,
2005-04-18,814.550,815.470,803.230,806.390,3618389.000,
2005-04-19,805.520,811.070,802.590,809.360,3609089.000,
2005-04-20,808.620,808.620,793.900,798.520,2911890.000,
2005-04-21,796.120,803.410,790.100,793.450,3720089.000,
2005-04-22,792.200,800.160,791.640,794.820,3721830.000,
2005-04-25,792.940,794.460,783.600,790.750,4026410.000,
2005-04-26,789.890,797.700,784.930,792.300,3810019.000,
2005-04-27,790.470,791.220,781.950,782.430,4126600.000,
2005-04-28,779.700,797.740,773.380,793.880,5350780.000,
2005-04-29,793.450,798.210,786.390,789.730,4109539.000,
2005-05-09,790.830,795.090,775.320,775.320,3032140.000,
2005-05-10,772.610,780.080,764.850,779.100,4223889.000,
2005-05-11,778.280,782.210,770.090,771.590,3105300.000,
2005-05-12,770.820,771.570,753.570,753.880,4285750.000,
2005-05-13,752.320,768.400,749.840,757.300,4818310.000,
2005-05-16,754.780,756.620,742.410,747.870,3262009.000,
2005-05-17,745.850,757.880,741.830,750.710,3157600.000,
2005-05-18,751.560,760.530,743.900,752.660,2943059.000,
2005-05-19,752.980,757.740,742.780,754.780,3475080.000,
2005-05-20,754.160,760.020,749.710,753.070,2956330.000,
2005-05-23,749.830,749.830,736.470,737.740,2602150.000,
2005-05-24,734.530,740.230,726.270,737.350,3870230.000,
2005-05-25,737.120,744.520,731.720,737.540,2507119.000,
